Year,Month,Region,StatArea,Group,Section,LocationCode,LocationName,Eastings,Northings,Longitude,Latitude,Sample,SourceCode,GearCode,Fish,Length,Weight,Sex,MaturityCode,Age,DualAge,GonadLength,GonadWeight,Period,SampWt
2019,1,SoG,13,Lazo,132,766,Deepwater Bay,1046977.2223103488,575038.366999618,-125.342033333333,50.1891,58,1,29,64,179,84,F,4,4,0,106,14,1,1
2019,1,SoG,13,Lazo,132,766,Deepwater Bay,1046977.2223103488,575038.366999618,-125.342033333333,50.1891,58,1,29,65,141,41,M,4,3,0,84,7,1,1
2019,1,SoG,13,Lazo,132,766,Deepwater Bay,1046977.2223103488,575038.366999618,-125.342033333333,50.1891,58,1,29,66,181,88,F,4,4,0,98,18,1,1
2019,1,SoG,13,Lazo,132,766,Deepwater Bay,1046977.2223103488,575038.366999618,-125.342033333333,50.1891,58,1,29,67,173,81,M,4,5,0,100,12,1,1
2019,1,SoG,13,Lazo,132,766,Deepwater Bay,1046977.2223103488,575038.366999618,-125.342033333333,50.1891,58,1,29,68,162,64,F,4,3,0,86,10,1,1
2019,1,SoG,13,Lazo,132,766,Deepwater Bay,1046977.2223103488,575038.366999618,-125.342033333333,50.1891,58,1,29,69,130,29,M,4,2,0,70,3,1,1
2019,1,SoG,13,Lazo,132,766,Deepwater Bay,1046977.2223103488,575038.366999618,-125.342033333333,50.1891,58,1,29,70,170,73,M,4,4,0,90,10,1,1
2019,1,SoG,13,Lazo,132,766,Deepwater Bay,1046977.2223103488,575038.366999618,-125.342033333333,50.1891,58,1,29,71,196,96,F,4,4,0,107,17,1,1
2019,1,SoG,13,Lazo,132,766,Deepwater Bay,1046977.2223103488,575038.366999618,-125.342033333333,50.1891,58,1,29,72,197,110,F,4,8,0,103,19,1,1
2019,1,SoG,13,Lazo,132,766,Deepwater Bay,1046977.2223103488,575038.366999618,-125.342033333333,50.1891,58,1,29,75,196,120,F,4,5,0,102,19,1,1
2019,1,SoG,13,Lazo,132,766,Deepwater Bay,1046977.2223103488,575038.366999618,-125.342033333333,50.1891,58,1,29,76,186,78,M,5,5,0,106,13,1,1
2019,1,SoG,13,Lazo,132,766,Deepwater Bay,1046977.2223103488,575038.366999618,-125.342033333333,50.1891,58,1,29,77,201,112,F,4,5,0,96,17,1,1
2019,1,SoG,13,Lazo,132,766,Deepwater Bay,1046977.2223103488,575038.366999618,-125.342033333333,50.1891,58,1,29,78,188,99,F,4,3,0,103,17,1,1
2019,1,SoG,13,Lazo,132,766,Deepwater Bay,1046977.2223103488,575038.366999618,-125.342033333333,50.1891,58,1,29,80,183,80,M,4,4,0,106,13,1,1
2019,1,SoG,13,Lazo,132,766,Deepwater Bay,1046977.2223103488,575038.366999618,-125.342033333333,50.1891,58,1,29,81,141,40,M,3,4,0,NA,NA,1,1
2019,1,SoG,13,Lazo,132,766,Deepwater Bay,1046977.2223103488,575038.366999618,-125.342033333333,50.1891,58,1,29,82,174,83,F,4,4,0,96,15,1,1
2019,1,SoG,13,Lazo,132,766,Deepwater Bay,1046977.2223103488,575038.366999618,-125.342033333333,50.1891,58,1,29,83,185,93,F,4,5,0,88,18,1,1
2019,1,SoG,13,Lazo,132,766,Deepwater Bay,1046977.2223103488,575038.366999618,-125.342033333333,50.1891,58,1,29,84,172,74,F,4,3,0,98,15,1,1
2019,1,SoG,13,Lazo,132,766,Deepwater Bay,1046977.2223103488,575038.366999618,-125.342033333333,50.1891,58,1,29,85,170,79,F,4,3,0,96,14,1,1
2019,1,SoG,13,Lazo,132,766,Deepwater Bay,1046977.2223103488,575038.366999618,-125.342033333333,50.1891,58,1,29,86,195,111,M,5,6,0,116,21,1,1
2019,1,SoG,13,Lazo,132,766,Deepwater Bay,1046977.2223103488,575038.366999618,-125.342033333333,50.1891,58,1,29,87,198,122,F,4,6,0,109,21,1,1
2019,1,SoG,13,Lazo,132,766,Deepwater Bay,1046977.2223103488,575038.366999618,-125.342033333333,50.1891,58,1,29,88,161,68,M,5,3,0,93,9,1,1
2019,1,SoG,13,Lazo,132,766,Deepwater Bay,1046977.2223103488,575038.366999618,-125.342033333333,50.1891,58,1,29,89,163,60,M,4,3,0,92,7,1,1
2019,1,SoG,13,Lazo,132,766,Deepwater Bay,1046977.2223103488,575038.366999618,-125.342033333333,50.1891,58,1,29,90,159,60,F,4,4,0,94,12,1,1
2019,1,SoG,13,Lazo,132,766,Deepwater Bay,1046977.2223103488,575038.366999618,-125.342033333333,50.1891,58,1,29,91,164,60,F,4,4,0,88,NA,1,1
2019,1,SoG,13,Lazo,132,766,Deepwater Bay,1046977.2223103488,575038.366999618,-125.342033333333,50.1891,58,1,29,92,173,80,F,4,4,0,92,10,1,1
2019,1,SoG,13,Lazo,132,766,Deepwater Bay,1046977.2223103488,575038.366999618,-125.342033333333,50.1891,58,1,29,93,187,102,M,5,6,0,116,19,1,1
2019,1,SoG,13,Lazo,132,766,Deepwater Bay,1046977.2223103488,575038.366999618,-125.342033333333,50.1891,58,1,29,94,154,55,F,4,3,0,90,12,1,1
2019,1,SoG,13,Lazo,132,766,Deepwater Bay,1046977.2223103488,575038.366999618,-125.342033333333,50.1891,58,1,29,95,191,108,M,4,5,0,111,17,1,1
2019,1,SoG,13,Lazo,132,766,Deepwater Bay,1046977.2223103488,575038.366999618,-125.342033333333,50.1891,58,1,29,96,175,82,M,4,4,0,100,11,1,1
2019,1,SoG,13,Lazo,132,766,Deepwater Bay,1046977.2223103488,575038.366999618,-125.342033333333,50.1891,58,1,29,97,137,32,U,3,2,0,NA,NA,1,1
2019,1,SoG,13,Lazo,132,766,Deepwater Bay,1046977.2223103488,575038.366999618,-125.342033333333,50.1891,58,1,29,99,206,116,F,4,6,0,116,15,1,1
2019,1,SoG,13,Lazo,132,766,Deepwater Bay,1046977.2223103488,575038.366999618,-125.342033333333,50.1891,58,1,29,100,142,36,U,2,2,0,NA,NA,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,1,181,86,M,4,3,0,98,13,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,2,162,65,F,4,2,0,84,8,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,4,196,115,M,4,5,0,110,19,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,5,194,109,F,4,4,0,91,14,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,7,199,113,M,4,7,0,111,20,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,9,185,98,F,4,4,0,106,14,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,11,187,99,M,4,4,0,107,20,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,13,158,65,M,4,2,0,78,10,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,15,202,125,M,4,5,0,100,19,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,17,190,108,M,4,4,0,105,18,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,18,170,90,M,4,4,0,90,15,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,19,165,78,F,4,3,0,88,12,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,20,148,45,M,4,3,0,75,5,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,22,182,87,F,3,3,0,NA,NA,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,23,205,128,F,4,4,0,115,29,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,25,168,73,F,4,2,0,89,13,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,26,177,97,M,4,6,0,110,19,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,27,172,83,F,4,3,0,89,16,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,29,196,107,F,4,5,0,105,20,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,30,166,76,M,4,3,0,94,14,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,31,175,81,M,4,3,0,97,14,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,32,174,77,M,4,4,0,99,12,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,33,187,99,F,4,5,0,98,16,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,35,194,103,M,4,4,0,108,19,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,36,184,90,F,4,3,0,103,19,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,37,180,83,M,4,3,0,94,14,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,38,169,72,M,4,3,0,85,11,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,39,175,78,M,4,3,0,92,12,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,41,186,94,F,4,7,0,97,16,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,44,142,47,F,4,2,0,76,7,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,45,167,75,M,4,3,0,NA,13,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,46,182,97,M,4,5,0,120,18,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,47,169,71,F,4,3,0,86,9,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,48,182,93,M,4,3,0,91,18,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,49,167,64,M,4,3,0,98,11,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,51,176,87,M,4,3,0,88,13,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,53,168,70,M,4,2,0,90,12,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,54,182,98,F,4,7,0,101,17,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,56,182,98,F,4,3,0,104,20,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,57,203,122,F,4,5,0,111,23,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,58,216,158,F,4,5,0,121,28,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,59,167,85,F,4,3,0,88,14,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,60,161,54,F,3,2,0,NA,NA,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,61,154,58,M,4,2,0,79,10,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,62,178,95,F,4,3,0,100,NA,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,64,187,101,M,4,4,0,102,17,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,65,160,62,F,4,2,0,85,12,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,66,185,107,M,4,4,0,102,21,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,67,168,86,F,4,4,0,90,14,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,68,185,108,F,4,4,0,109,23,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,69,178,86,F,4,4,0,107,22,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,70,182,89,F,4,6,0,100,18,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,71,155,55,M,4,3,0,78,8,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,73,166,70,M,4,4,0,92,13,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,76,192,102,F,4,4,0,NA,14,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,77,161,63,M,4,2,0,81,11,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,78,174,77,M,4,3,0,90,12,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,79,150,45,U,2,2,0,NA,NA,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,80,170,78,F,4,5,0,100,11,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,81,197,102,F,4,6,0,118,20,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,82,190,108,M,4,4,0,109,18,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,83,177,93,F,4,3,0,102,18,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,84,183,103,F,4,5,0,105,15,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,85,190,120,M,4,5,0,109,25,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,86,211,150,F,4,7,0,NA,27,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,87,184,102,M,4,5,0,110,21,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,88,184,94,F,4,3,0,104,20,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,89,188,102,M,4,5,0,98,20,1,1
2019,1,SoG,14,14&17,143,810,Qualicum Beach,1107366.91921397,486344.6401198492,-124.522316666667,49.38335,27,6,29,91,192,104,M,4,7,0,112,16,1,1
